i_name,thickness,item_name,origin,itemname_with_thickness
3ملم مرايا ذهبي,3,مرايا ذهبي,,3ملم مرايا ذهبي
4ملم مرايا ذهبي(TianjinLuck),4,مرايا ذهبي,TianjinLuck,4ملم مرايا ذهبي
5ملم مرايا ذهبي(TianjinLuck),5,مرايا ذهبي,TianjinLuck,5ملم مرايا ذهبي
6ملم مرايا ذهبي,6,مرايا ذهبي,,6ملم مرايا ذهبي
8ملم مرايا ذهبي,8,مرايا ذهبي,,8ملم مرايا ذهبي
2ملم مرايا معتق,2,مرايا معتق,,2ملم مرايا معتق
3ملم مرايا معتق,3,مرايا معتق,,3ملم مرايا معتق
5ملم مرايا معتق,5,مرايا معتق,,5ملم مرايا معتق
6ملم مرايا معتق ازرق,6,مرايا معتق ازرق,,6ملم مرايا معتق ازرق
ملم,,ملم,,ملم
ملم,,ملم,,ملم
ملم,,ملم,,ملم
ملم,,ملم,,ملم
ملم,,ملم,,ملم
ملم,,ملم,,ملم
ملم,,ملم,,ملم
ملم,,ملم,,ملم
ملم,,ملم,,ملم
4ملم عاكس ابيض,4,عاكس ابيض,,4ملم عاكس ابيض
5ملم عاكس ابيض,5,عاكس ابيض,,5ملم عاكس ابيض
10ملم عاكس,10,عاكس,,10ملم عاكس
4ملم عاكس اسود,4,عاكس اسود,,4ملم عاكس اسود
5ملم عاكس اسود فاتح,5,عاكس اسود فاتح,,5ملم عاكس اسود فاتح
4ملم عاكس اسود غامق,4,عاكس اسود غامق,,4ملم عاكس اسود غامق
6ملم عاكس اسود غامق,6,عاكس اسود غامق,,6ملم عاكس اسود غامق
8ملم عاكس اسود غامق,8,عاكس اسود غامق,,8ملم عاكس اسود غامق
10ملم عاكس اسود غامق,10,عاكس اسود غامق,,10ملم عاكس اسود غامق
5ملم عاكس برونز(Rongsheng),5,عاكس برونز,Rongsheng,5ملم عاكس برونز
6ملم عاكس برونز,6,عاكس برونز,,6ملم عاكس برونز
6ملم عاكس برونز(SISECAM ),6,عاكس برونز,SISECAM,6ملم عاكس برونز
8ملم عاكس برونز(Sphinx),8,عاكس برونز,Sphinx,8ملم عاكس برونز
4ملم عاكس ازرق فاتح,4,عاكس ازرق فاتح,,4ملم عاكس ازرق فاتح
5ملم عاكس ازرق فاتح,5,عاكس ازرق فاتح,,5ملم عاكس ازرق فاتح
10ملم عاكس ازرق فاتح,10,عاكس ازرق فاتح,,10ملم عاكس ازرق فاتح
4ملم عاكس ازرق غامق,4,عاكس ازرق غامق,,4ملم عاكس ازرق غامق
5ملم عاكس ازرق غامق,5,عاكس ازرق غامق,,5ملم عاكس ازرق غامق
6ملم عاكس ازرق غامق,6,عاكس ازرق غامق,,6ملم عاكس ازرق غامق
8ملم عاكس ازرق غامق,8,عاكس ازرق غامق,,8ملم عاكس ازرق غامق
10ملم عاكس ازرق غامق,10,عاكس ازرق غامق,,10ملم عاكس ازرق غامق
4ملم عاكس اخضر فاتح,4,عاكس اخضر فاتح,,4ملم عاكس اخضر فاتح
5ملم عاكس اخضر فاتح,5,عاكس اخضر فاتح,,5ملم عاكس اخضر فاتح
10ملم عاكس اخضر فاتح,10,عاكس اخضر فاتح,,10ملم عاكس اخضر فاتح
5ملم عاكس اخضر غامق,5,عاكس اخضر غامق,,5ملم عاكس اخضر غامق
4ملم عاكس اخضر غامق(RIDER),4,عاكس اخضر غامق,RIDER,4ملم عاكس اخضر غامق
8ملم عاكس اخضر غامق,8,عاكس اخضر غامق,,8ملم عاكس اخضر غامق
10ملم عاكس اخضر غامق,10,عاكس اخضر غامق,,10ملم عاكس اخضر غامق
4ملم عاكس زهر,4,عاكس زهر,,4ملم عاكس زهر
5ملم عاكس زهر,5,عاكس زهر,,5ملم عاكس زهر
5.5ملم عاكس زهر,5.5,عاكس زهر,,5.5ملم عاكس زهر
8ملم عاكس زهر,8,عاكس زهر,,8ملم عاكس زهر
10ملم عاكس زهر,10,عاكس زهر,,10ملم عاكس زهر
4ملم عاكس ذهبي,4,عاكس ذهبي,,4ملم عاكس ذهبي
5ملم عاكس ذهبي,5,عاكس ذهبي,,5ملم عاكس ذهبي
5.5ملم عاكس ذهبي,5.5,عاكس ذهبي,,5.5ملم عاكس ذهبي
6ملم عاكس ذهبي,6,عاكس ذهبي,,6ملم عاكس ذهبي
8ملم عاكس ذهبي,8,عاكس ذهبي,,8ملم عاكس ذهبي
10ملم عاكس ذهبي,10,عاكس ذهبي,,10ملم عاكس ذهبي
4ملم عاكس بلو غرين,4,عاكس بلو غرين,,4ملم عاكس بلو غرين
5ملم عاكس بلو غرين,5,عاكس بلو غرين,,5ملم عاكس بلو غرين
5.5ملم عاكس بلو غرين,5.5,عاكس بلو غرين,,5.5ملم عاكس بلو غرين
6ملم عاكس بلو غرين,6,عاكس بلو غرين,,6ملم عاكس بلو غرين
8ملم عاكس بلو غرين,8,عاكس بلو غرين,,8ملم عاكس بلو غرين
10ملم عاكس بلو غرين,10,عاكس بلو غرين,,10ملم عاكس بلو غرين
4ملم عاكس LOW-E,4,عاكس LOW-E,,4ملم عاكس LOW-E
5ملم عاكس LOW-E,5,عاكس LOW-E,,5ملم عاكس LOW-E
10ملم عاكس LOW-E(Guardian),10,عاكس LOW-E,Guardian,10ملم عاكس LOW-E
3ملم كريستال,3,كريستال,,3ملم كريستال
5ملم كريستال,5,كريستال,,5ملم كريستال
5.5ملم كريستال,5.5,كريستال,,5.5ملم كريستال
8ملم تريبلكس LOW-E(AGC),8,تريبلكس LOW-E,AGC,8ملم تريبلكس LOW-E
10ملم تريبلكس اسود,10,تريبلكس اسود,,10ملم تريبلكس اسود
12ملم تريبلكس اسود,12,تريبلكس اسود,,12ملم تريبلكس اسود
16ملم تريبلكس اسود,16,تريبلكس اسود,,16ملم تريبلكس اسود
6ملم تريبلكس برونز(SISECAM),6,تريبلكس برونز,SISECAM,6ملم تريبلكس برونز
10ملم تريبلكس برونز,10,تريبلكس برونز,,10ملم تريبلكس برونز
16ملم تريبلكس برونز,16,تريبلكس برونز,,16ملم تريبلكس برونز
6ملم تريبلكس ازرق,6,تريبلكس ازرق,,6ملم تريبلكس ازرق
8ملم تريبلكس ازرق,8,تريبلكس ازرق,,8ملم تريبلكس ازرق
10ملم تريبلكس ازرق,10,تريبلكس ازرق,,10ملم تريبلكس ازرق
12ملم تريبلكس ازرق,12,تريبلكس ازرق,,12ملم تريبلكس ازرق
16ملم تريبلكس ازرق,16,تريبلكس ازرق,,16ملم تريبلكس ازرق
6ملم تريبلكس  silance(SISECAM),6,تريبلكس silance,SISECAM,6ملم تريبلكس silance
8.2ملم تريبلكس silance(SISECAM),8.2,تريبلكس silance,SISECAM,8.2ملم تريبلكس silance
8ملم تريبلكس اخضر,8,تريبلكس اخضر,,8ملم تريبلكس اخضر
16ملم تريبلكس اخضر,16,تريبلكس اخضر,,16ملم تريبلكس اخضر
20ملم تريبلكس مغشى,20,تريبلكس مغشى,,20ملم تريبلكس مغشى
5ملم محجر صليب ابيض,5,محجر صليب ابيض,,5ملم محجر صليب ابيض
3ملم محجر دامة  ابيض,3,محجر دامة ابيض,,3ملم محجر دامة ابيض
5ملم محجر دامة  ابيض,5,محجر دامة ابيض,,5ملم محجر دامة ابيض
4ملم محجر فرزتشي,4,محجر فرزتشي,,4ملم محجر فرزتشي
3ملم محجر بازل  ابيض,3,محجر بازل ابيض,,3ملم محجر بازل ابيض
4ملم محجر بازل  ابيض,4,محجر بازل ابيض,,4ملم محجر بازل ابيض
5ملم محجر بازل  ابيض,5,محجر بازل ابيض,,5ملم محجر بازل ابيض
3ملم محجر شلال  ابيض,3,محجر شلال ابيض,,3ملم محجر شلال ابيض
4ملم محجر شلال  ابيض,4,محجر شلال ابيض,,4ملم محجر شلال ابيض
5ملم محجر شلال  ابيض,5,محجر شلال ابيض,,5ملم محجر شلال ابيض
4ملم محجربرش خشن ابيض(SISECAM ),4,محجربرش خشن ابيض,SISECAM,4ملم محجربرش خشن ابيض
3ملم محجر دلتا  ابيض,3,محجر دلتا ابيض,,3ملم محجر دلتا ابيض
4ملم محجر دلتا  ابيض,4,محجر دلتا ابيض,,4ملم محجر دلتا ابيض
3ملم محجر بامبو  ابيض,3,محجر بامبو ابيض,,3ملم محجر بامبو ابيض
4ملم محجر بامبو  ابيض,4,محجر بامبو ابيض,,4ملم محجر بامبو ابيض
3ملم محجر منقط  ابيض,3,محجر منقط ابيض,,3ملم محجر منقط ابيض
4ملم محجر منقط  ابيض,4,محجر منقط ابيض,,4ملم محجر منقط ابيض
5ملم محجر منقط  ابيض,5,محجر منقط ابيض,,5ملم محجر منقط ابيض
3ملم محجر طاووس  ابيض,3,محجر طاووس ابيض,,3ملم محجر طاووس ابيض
4ملم محجر طاووس  ابيض,4,محجر طاووس ابيض,,4ملم محجر طاووس ابيض
5ملم محجر طاووس  ابيض,5,محجر طاووس ابيض,,5ملم محجر طاووس ابيض
3ملم محجر زلحفة  ابيض,3,محجر زلحفة ابيض,,3ملم محجر زلحفة ابيض
4ملم محجر زلحفة  ابيض,4,محجر زلحفة ابيض,,4ملم محجر زلحفة ابيض
5ملم محجر زلحفة  ابيض,5,محجر زلحفة ابيض,,5ملم محجر زلحفة ابيض
3ملم محجر وردة  ابيض,3,محجر وردة ابيض,,3ملم محجر وردة ابيض
4ملم محجر وردة  ابيض,4,محجر وردة ابيض,,4ملم محجر وردة ابيض
5ملم محجر وردة  ابيض,5,محجر وردة ابيض,,5ملم محجر وردة ابيض
3ملم محجر نجمة  ابيض,3,محجر نجمة ابيض,,3ملم محجر نجمة ابيض
4ملم محجر نجمة  ابيض,4,محجر نجمة ابيض,,4ملم محجر نجمة ابيض
5ملم محجر نجمة  ابيض,5,محجر نجمة ابيض,,5ملم محجر نجمة ابيض
3ملم محجر مسدس  ابيض,3,محجر مسدس ابيض,,3ملم محجر مسدس ابيض
4ملم محجر مسدس  ابيض,4,محجر مسدس ابيض,,4ملم محجر مسدس ابيض
5ملم محجر مسدس  ابيض,5,محجر مسدس ابيض,,5ملم محجر مسدس ابيض
3ملم محجر بامبو  برونز,3,محجر بامبو برونز,,3ملم محجر بامبو برونز
5ملم محجر بامبو  برونز,5,محجر بامبو برونز,,5ملم محجر بامبو برونز
3ملم محجر شلال  برونز,3,محجر شلال برونز,,3ملم محجر شلال برونز
4ملم محجر شلال  برونز,4,محجر شلال برونز,,4ملم محجر شلال برونز
5ملم محجر شلال  برونز,5,محجر شلال برونز,,5ملم محجر شلال برونز
3ملم محجر دلتا  برونز,3,محجر دلتا برونز,,3ملم محجر دلتا برونز
4ملم محجر دلتا  برونز,4,محجر دلتا برونز,,4ملم محجر دلتا برونز
5ملم محجر دلتا  برونز,5,محجر دلتا برونز,,5ملم محجر دلتا برونز
4ملم محجر طاووس  برونز,4,محجر طاووس برونز,,4ملم محجر طاووس برونز
5ملم محجر طاووس  برونز,5,محجر طاووس برونز,,5ملم محجر طاووس برونز
3ملم محجر بازل  برونز,3,محجر بازل برونز,,3ملم محجر بازل برونز
4ملم محجر بازل  برونز,4,محجر بازل برونز,,4ملم محجر بازل برونز
5ملم محجر بازل  برونز,5,محجر بازل برونز,,5ملم محجر بازل برونز
3ملم محجر زلحفة  برونز,3,محجر زلحفة برونز,,3ملم محجر زلحفة برونز
4ملم محجر زلحفة  برونز,4,محجر زلحفة برونز,,4ملم محجر زلحفة برونز
5ملم محجر زلحفة  برونز,5,محجر زلحفة برونز,,5ملم محجر زلحفة برونز
3ملم محجر بازل اسود,3,محجر بازل اسود,,3ملم محجر بازل اسود
4ملم محجر بازل اسود,4,محجر بازل اسود,,4ملم محجر بازل اسود
5ملم محجر بازل اسود,5,محجر بازل اسود,,5ملم محجر بازل اسود
3ملم محجر مسدس عسلي,3,محجر مسدس عسلي,,3ملم محجر مسدس عسلي
4ملم محجر مسدس عسلي,4,محجر مسدس عسلي,,4ملم محجر مسدس عسلي
5ملم محجر مسدس عسلي,5,محجر مسدس عسلي,,5ملم محجر مسدس عسلي
3ملم محجر زلحفة عسلي,3,محجر زلحفة عسلي,,3ملم محجر زلحفة عسلي
4ملم محجر زلحفة عسلي,4,محجر زلحفة عسلي,,4ملم محجر زلحفة عسلي
5ملم محجر زلحفة عسلي,5,محجر زلحفة عسلي,,5ملم محجر زلحفة عسلي
3ملم محجر زلحفة اخضر,3,محجر زلحفة اخضر,,3ملم محجر زلحفة اخضر
4ملم محجر زلحفة اخضر,4,محجر زلحفة اخضر,,4ملم محجر زلحفة اخضر
5ملم محجر زلحفة اخضر,5,محجر زلحفة اخضر,,5ملم محجر زلحفة اخضر
3ملم محجر زلحفة ازرق,3,محجر زلحفة ازرق,,3ملم محجر زلحفة ازرق
4ملم محجر زلحفة ازرق,4,محجر زلحفة ازرق,,4ملم محجر زلحفة ازرق
5ملم محجر زلحفة ازرق,5,محجر زلحفة ازرق,,5ملم محجر زلحفة ازرق
3ملم محجر زلحفة خمري,3,محجر زلحفة خمري,,3ملم محجر زلحفة خمري
4ملم محجر زلحفة خمري,4,محجر زلحفة خمري,,4ملم محجر زلحفة خمري
5ملم محجر زلحفة خمري,5,محجر زلحفة خمري,,5ملم محجر زلحفة خمري
3ملم مقلم مغشى ابيض,3,مقلم مغشى ابيض,,3ملم مقلم مغشى ابيض
4ملم مقلم اسيد ابيض(Yorglas),4,مقلم اسيد ابيض,Yorglas,4ملم مقلم اسيد ابيض
5ملم مقلم مغشى ابيض,5,مقلم مغشى ابيض,,5ملم مقلم مغشى ابيض
5ملم مقلم سادة كريسال,5,مقلم سادة كريسال,,5ملم مقلم سادة كريسال
3ملم مقلم مغشى برونز,3,مقلم مغشى برونز,,3ملم مقلم مغشى برونز
4ملم مقلم مغشى برونز,4,مقلم مغشى برونز,,4ملم مقلم مغشى برونز
5ملم مقلم مغشى برونز,5,مقلم مغشى برونز,,5ملم مقلم مغشى برونز
بامبو ابيض مغشى,,بامبو ابيض مغشى,,بامبو ابيض مغشى
دلتا    ابيض مغشى,,دلتا ابيض مغشى,,دلتا ابيض مغشى
شلال ابيض مغشى,,شلال ابيض مغشى,,شلال ابيض مغشى
بامبو برونز مغشى,,بامبو برونز مغشى,,بامبو برونز مغشى
دلتا   برونز مغشى,,دلتا برونز مغشى,,دلتا برونز مغشى
شلال برونز مغشى,,شلال برونز مغشى,,شلال برونز مغشى
3ملم سجادة اسيد ابيض,3,سجادة اسيد ابيض,,3ملم سجادة اسيد ابيض
4ملم سجادة اسيد ابيض33110,4,سجادة اسيد ابيض33110,,4ملم سجادة اسيد ابيض33110
5ملم سجادة اسيد ابيض,5,سجادة اسيد ابيض,,5ملم سجادة اسيد ابيض
3ملم عريشة اسيد ابيض,3,عريشة اسيد ابيض,,3ملم عريشة اسيد ابيض
4ملم عريشة اسيد ابيض,4,عريشة اسيد ابيض,,4ملم عريشة اسيد ابيض
5ملم عريشة اسيد ابيض,5,عريشة اسيد ابيض,,5ملم عريشة اسيد ابيض
3ملم منقط اسيد ابيض,3,منقط اسيد ابيض,,3ملم منقط اسيد ابيض
4ملم منقط اسيد ابيض33117,4,منقط اسيد ابيض33117,,4ملم منقط اسيد ابيض33117
5ملم منقط اسيد ابيض(مشكل ),5,منقط اسيد ابيض,مشكل,5ملم منقط اسيد ابيض
3ملم زيتوني اسيد ابيض,3,زيتوني اسيد ابيض,,3ملم زيتوني اسيد ابيض
4ملم زيتوني اسيد ابيض33115,4,زيتوني اسيد ابيض33115,,4ملم زيتوني اسيد ابيض33115
5ملم زيتوني اسيد ابيض,5,زيتوني اسيد ابيض,,5ملم زيتوني اسيد ابيض
3ملم ياسمين اسيد ابيض,3,ياسمين اسيد ابيض,,3ملم ياسمين اسيد ابيض
4ملم ياسمين اسيد ابيض,4,ياسمين اسيد ابيض,,4ملم ياسمين اسيد ابيض
5ملم ياسمين اسيد ابيض,5,ياسمين اسيد ابيض,,5ملم ياسمين اسيد ابيض
4ملم وردة كارى اسيد ابيضDSG-017,4,وردة كارى اسيد ابيضDSG-017,,4ملم وردة كارى اسيد ابيضDSG-017
3ملم جنزير اسيد ابيض,3,جنزير اسيد ابيض,,3ملم جنزير اسيد ابيض
5لم جنزير اسيد ابيض,5,جنزير اسيد ابيض,,5ملم جنزير اسيد ابيض
4ملم دلتا اسيد ابيضODG,4,دلتا اسيد ابيضODG,,4ملم دلتا اسيد ابيضODG
3ملم منقط اسيد برونز,3,منقط اسيد برونز,,3ملم منقط اسيد برونز
4ملم منقط اسيد برونز,4,منقط اسيد برونز,,4ملم منقط اسيد برونز
5ملم منقط اسيد برونز,5,منقط اسيد برونز,,5ملم منقط اسيد برونز
3ملم سجادة اسيد برونز,3,سجادة اسيد برونز,,3ملم سجادة اسيد برونز
4ملم سجادة اسيد برونز33110,4,سجادة اسيد برونز33110,,4ملم سجادة اسيد برونز33110
5ملم سجادة اسيد برونز,5,سجادة اسيد برونز,,5ملم سجادة اسيد برونز
3ملم عريشة اسيد برونز,3,عريشة اسيد برونز,,3ملم عريشة اسيد برونز
5ملم عريشة اسيد برونز,5,عريشة اسيد برونز,,5ملم عريشة اسيد برونز
3ملم زيتوني اسيد برونز,3,زيتوني اسيد برونز,,3ملم زيتوني اسيد برونز
4ملم زيتوني اسيد برونز33115,4,زيتوني اسيد برونز33115,,4ملم زيتوني اسيد برونز33115
5ملم زيتوني اسيد برونز,5,زيتوني اسيد برونز,,5ملم زيتوني اسيد برونز
3ملم ياسمين اسيد برونز,3,ياسمين اسيد برونز,,3ملم ياسمين اسيد برونز
5ملم ياسمين اسيد برونز,5,ياسمين اسيد برونز,,5ملم ياسمين اسيد برونز
4ملم وردة كارى اسيد برونزDSG-017,4,وردة كارى اسيد برونزDSG-017,,4ملم وردة كارى اسيد برونزDSG-017
3ملم جنزير اسيد برونز,3,جنزير اسيد برونز,,3ملم جنزير اسيد برونز
4ملم جنزير اسيد برونز,4,جنزير اسيد برونز,,4ملم جنزير اسيد برونز
5ملم جنزير اسيد برونز,5,جنزير اسيد برونز,,5ملم جنزير اسيد برونز
4ملم نانسي اسيد برونز(yorglas),4,نانسي اسيد برونز,yorglas,4ملم نانسي اسيد برونز
4ملم دلتا اسيد برونزODGMAP,4,دلتا اسيد برونزODGMAP,,4ملم دلتا اسيد برونزODGMAP
(1)محجر اسيد ديكور,,محجر اسيد ديكور,1,محجر اسيد ديكور
12ملم ابيض(Sphinx),12,ابيض,Sphinx,12ملم ابيض
4ملم برونز,4,برونز,,4ملم برونز
5.5ملم ازرق فاتح(SISECAM ),5.5,ازرق فاتح,SISECAM,5.5ملم ازرق فاتح
4ملم مغشى ابيض,4,مغشى ابيض,,4ملم مغشى ابيض
5ملم مرايا ابيض(SISECAM ),5,مرايا ابيض,SISECAM,5ملم مرايا ابيض
5ملم مرايا برونز(SISECAM ),5,مرايا برونز,SISECAM,5ملم مرايا برونز
6ملم مرايا برونز(SISECAM ),6,مرايا برونز,SISECAM,6ملم مرايا برونز
4ملم دلتا اسيد ابيضODG,4,دلتا اسيد ابيضODG,,4ملم دلتا اسيد ابيضODG
4ملم زيتوني اسيد ابيض33115,4,زيتوني اسيد ابيض33115,,4ملم زيتوني اسيد ابيض33115
4ملم دلتا اسيد برونزODGMAP,4,دلتا اسيد برونزODGMAP,,4ملم دلتا اسيد برونزODGMAP
4ملم ياسمين اسيد برونز33134,4,ياسمين اسيد برونز33134,,4ملم ياسمين اسيد برونز33134
4ملم زيتوني اسيد برونز33115,4,زيتوني اسيد برونز33115,,4ملم زيتوني اسيد برونز33115
4ملم سجادة اسيد ابيض33110,4,سجادة اسيد ابيض33110,,4ملم سجادة اسيد ابيض33110
4ملم عريشة اسيد ابيض33120,4,عريشة اسيد ابيض33120,,4ملم عريشة اسيد ابيض33120
4ملم عريشة اسيد برونز33120,4,عريشة اسيد برونز33120,,4ملم عريشة اسيد برونز33120
8،2ملم تريبلكس ابيض(SISECAM),2,8، تريبلكس ابيض,SISECAM,2ملم 8، تريبلكس ابيض
10ملم تريبلكس ابيض(SISECAM),10,تريبلكس ابيض,SISECAM,10ملم تريبلكس ابيض
4ملم كريستال,4,كريستال,,4ملم كريستال
 2ملم بلور(Sphinx),2,بلور,Sphinx,2ملم بلور
 2ملم بلور(Sphinx),2,بلور,Sphinx,2ملم بلور
8ملم عاكس LOW-E(Guardian),8,عاكس LOW-E,Guardian,8ملم عاكس LOW-E
5.5ملم اسود(SISECAM ),5.5,اسود,SISECAM,5.5ملم اسود
5ملم برونز(Sphinx),5,برونز,Sphinx,5ملم برونز
6ملم عاكسSuper Silver (Sphinx),6,عاكسSuper Silver,Sphinx,6ملم عاكسSuper Silver
4ملم محجر زلحفة ازرق,4,محجر زلحفة ازرق,,4ملم محجر زلحفة ازرق
4ملم محجر شلال  برونز,4,محجر شلال برونز,,4ملم محجر شلال برونز
5.5ملم اخضر فاتح(SISECAM ),5.5,اخضر فاتح,SISECAM,5.5ملم اخضر فاتح
5.5ملم اخضر فاتح(SISECAM ),5.5,اخضر فاتح,SISECAM,5.5ملم اخضر فاتح
5.5ملم اخضر فاتح(SISECAM ),5.5,اخضر فاتح,SISECAM,5.5ملم اخضر فاتح
5.5ملم ابيض(SISECAM ),5.5,ابيض,SISECAM,5.5ملم ابيض
5.5ملم ابيض(SISECAM ),5.5,ابيض,SISECAM,5.5ملم ابيض
5.5ملم ابيض(SISECAM ),5.5,ابيض,SISECAM,5.5ملم ابيض
10ملم ابيض(SISECAM ),10,ابيض,SISECAM,10ملم ابيض
8ملم اسود(SISECAM ),8,اسود,SISECAM,8ملم اسود
5.5ملم برونز(SISECAM ),5.5,برونز,SISECAM,5.5ملم برونز
5.5ملم برونز(SISECAM ),5.5,برونز,SISECAM,5.5ملم برونز
5.5ملم برونز(SISECAM ),5.5,برونز,SISECAM,5.5ملم برونز
5ملم مرايا برونز(SISECAM ),5,مرايا برونز,SISECAM,5ملم مرايا برونز
8ملم برونز(SISECAM ),8,برونز,SISECAM,8ملم برونز
5ملم ابيض(Sphinx),5,ابيض,Sphinx,5ملم ابيض
15ملم ابيض(Sphinx),15,ابيض,Sphinx,15ملم ابيض
6ملم ابيض(SISECAM ),6,ابيض,SISECAM,6ملم ابيض
8ملم ابيض(SISECAM ),8,ابيض,SISECAM,8ملم ابيض
8ملم ابيض(SISECAM ),8,ابيض,SISECAM,8ملم ابيض
5.5ملم اسود(SISECAM ),5.5,اسود,SISECAM,5.5ملم اسود
5.5ملم برش ابيض(SISECAM ),5.5,برش ابيض,SISECAM,5.5ملم برش ابيض
5.5ملم برونز(SISECAM ),5.5,برونز,SISECAM,5.5ملم برونز
5.5ملم برونز(SISECAM ),5.5,برونز,SISECAM,5.5ملم برونز
5.5ملم عاكس برونز(SISECAM ),5.5,عاكس برونز,SISECAM,5.5ملم عاكس برونز
5.5ملم عاكس برونز(SISECAM ),5.5,عاكس برونز,SISECAM,5.5ملم عاكس برونز
6ملم مرايا برونز(SISECAM ),6,مرايا برونز,SISECAM,6ملم مرايا برونز
6ملم عاكس ازرق فاتح(SISECAM),6,عاكس ازرق فاتح,SISECAM,6ملم عاكس ازرق فاتح
19ملم ابيض(Shandong Fluent),19,ابيض,Shandong Fluent,19ملم ابيض
5.5ملم ازرق فاتح(SISECAM ),5.5,ازرق فاتح,SISECAM,5.5ملم ازرق فاتح
5.5ملم ازرق فاتح(SISECAM ),5.5,ازرق فاتح,SISECAM,5.5ملم ازرق فاتح
8ملم ازرق فاتح(SISECAM ),8,ازرق فاتح,SISECAM,8ملم ازرق فاتح
8ملم ازرق فاتح(SISECAM ),8,ازرق فاتح,SISECAM,8ملم ازرق فاتح
8ملم تريبلكس ابيض(SISECAM),8,تريبلكس ابيض,SISECAM,8ملم تريبلكس ابيض
10ملم تريبلكس ابيض(SISECAM),10,تريبلكس ابيض,SISECAM,10ملم تريبلكس ابيض
4ملم برش ابيض(SISECAM ),4,برش ابيض,SISECAM,4ملم برش ابيض
8ملم برش ابيض(SISECAM ),8,برش ابيض,SISECAM,8ملم برش ابيض
6ملم مشرط ابيض(SISECAM ),6,مشرط ابيض,SISECAM,6ملم مشرط ابيض
6ملم مشرط ابيض(SISECAM ),6,مشرط ابيض,SISECAM,6ملم مشرط ابيض
6ملم مشرط ابيض(SISECAM ),6,مشرط ابيض,SISECAM,6ملم مشرط ابيض
12ملم كريستال(AGC),12,كريستال,AGC,12ملم كريستال
10ملم اسود(Sphinx),10,اسود,Sphinx,10ملم اسود
15ملم ابيض (S.G),15,ابيض,S.G,15ملم ابيض
8ملم اخضر فاتح(Sphinx),8,اخضر فاتح,Sphinx,8ملم اخضر فاتح
10ملم اخضر فاتح(Sphinx),10,اخضر فاتح,Sphinx,10ملم اخضر فاتح
8ملم اسود(Sphinx),8,اسود,Sphinx,8ملم اسود
5.5ملم اخضر فاتح(Sphinx),5.5,اخضر فاتح,Sphinx,5.5ملم اخضر فاتح
5.5ملم اخضر فاتح(Sphinx),5.5,اخضر فاتح,Sphinx,5.5ملم اخضر فاتح
5.5ملم اخضر فاتح(Sphinx),5.5,اخضر فاتح,Sphinx,5.5ملم اخضر فاتح
5.5ملم اخضر فاتح(Sphinx),5.5,اخضر فاتح,Sphinx,5.5ملم اخضر فاتح
5.5ملم اخضر فاتح(Sphinx),5.5,اخضر فاتح,Sphinx,5.5ملم اخضر فاتح
6ملم عاكس اخضر فاتح(Sphinx),6,عاكس اخضر فاتح,Sphinx,6ملم عاكس اخضر فاتح
8ملم اخضر فاتح(Sphinx),8,اخضر فاتح,Sphinx,8ملم اخضر فاتح
10ملم اخضر فاتح(Sphinx),10,اخضر فاتح,Sphinx,10ملم اخضر فاتح
10ملم برش ابيض,10,برش ابيض,,10ملم برش ابيض
12ملم برونز,12,برونز,,12ملم برونز
6ملم تريبلكس مغشى(SISECAM),6,تريبلكس مغشى,SISECAM,6ملم تريبلكس مغشى
5.5ملم عاكس اخضر فاتح(Sphinx),5.5,عاكس اخضر فاتح,Sphinx,5.5ملم عاكس اخضر فاتح
5.5ملم عاكس اخضر فاتح(Sphinx),5.5,عاكس اخضر فاتح,Sphinx,5.5ملم عاكس اخضر فاتح
5.5ملم عاكس برونز(Sphinx),5.5,عاكس برونز,Sphinx,5.5ملم عاكس برونز
12ملم تريبلكس ابيض.2 Silance(SISECAM),12,تريبلكس ابيض.2 Silance,SISECAM,12ملم تريبلكس ابيض.2 Silance
3ملم مرايا ابيض(Silver ),3,مرايا ابيض,Silver,3ملم مرايا ابيض
12ملم اسود(Majed s.g.g),12,اسود,Majed s.g.g,12ملم اسود
8ملم تريبلكس ابيض(Trakya ),8,تريبلكس ابيض,Trakya,8ملم تريبلكس ابيض
10ملم تريبلكس مغشى(SISECAM),10,تريبلكس مغشى,SISECAM,10ملم تريبلكس مغشى
12ملم تريبلكس ابيض(SISECAM),12,تريبلكس ابيض,SISECAM,12ملم تريبلكس ابيض
4ملم محجر بازل  برونز,4,محجر بازل برونز,,4ملم محجر بازل برونز
2.7ملم بلور(Sphinx),2.7,بلور,Sphinx,2.7ملم بلور
5.5ملم ابيض(Sphinx),5.5,ابيض,Sphinx,5.5ملم ابيض
5.5ملم ابيض(Sphinx),5.5,ابيض,Sphinx,5.5ملم ابيض
5.5ملم ابيض(Sphinx),5.5,ابيض,Sphinx,5.5ملم ابيض
5.5ملم ابيض(Sphinx),5.5,ابيض,Sphinx,5.5ملم ابيض
5.5ملم ابيض(Sphinx),5.5,ابيض,Sphinx,5.5ملم ابيض
5.5ملم ابيض(Sphinx),5.5,ابيض,Sphinx,5.5ملم ابيض
5.5ملم ابيض(Sphinx),5.5,ابيض,Sphinx,5.5ملم ابيض
8ملم ابيض(Sphinx),8,ابيض,Sphinx,8ملم ابيض
4ملم ياسمين اسيد ابيض,4,ياسمين اسيد ابيض,,4ملم ياسمين اسيد ابيض
